"Date","CountryName","CountryCode","StringencyIndex","StringencyIndex_First","StringencyIndexForDisplay","meanActivityFirst","Date.1","CountryName.1","CountryCode.1","StringencyIndex.1","StringencyIndex_First.1","StringencyIndexForDisplay.1","meanActivityFirst.1","Date.2","CountryName.2","CountryCode.2","StringencyIndex_First.2","StringencyIndex.2","meanActivityRaw","Date.3","CountryName.3","CountryCode.3","StringencyIndex_First.3","StringencyIndex.3","meanActivityRaw.1"
"2020-04-03","Germany","DEU",73.81,0,73.81,5.557,"2020-04-03","Germany","DEU",73.81,0,73.81,8.0684,"2020-04-03","Germany","DEU",0,73.81,-27.1676666666667,"2020-04-03","Germany","DEU",0,73.81,-27.1676666666667
"2020-04-04","Germany","DEU",73.81,0,73.81,8.29366666666667,"2020-04-04","Germany","DEU",73.81,0,73.81,10.793,"2020-04-04","Germany","DEU",0,73.81,-21.6106666666667,"2020-04-04","Germany","DEU",0,73.81,-21.6106666666667
"2020-02-23","Spain","ESP",14.29,0,14.29,-3.1645,"2020-02-23","Spain","ESP",14.29,0,14.29,-4.3786,"2020-02-23","Spain","ESP",0,14.29,9.90966666666667,"2020-02-23","Spain","ESP",0,14.29,9.90966666666667
"2020-02-24","Spain","ESP",14.29,-7.15,14.29,-4.678,"2020-02-24","Spain","ESP",14.29,-7.15,14.29,-5.7666,"2020-02-24","Spain","ESP",-7.15,14.29,6.74516666666667,"2020-02-24","Spain","ESP",-7.15,14.29,6.74516666666667
"2020-02-25","Spain","ESP",7.14,7.15,7.14,0.4505,"2020-02-25","Spain","ESP",7.14,7.15,7.14,0.7026,"2020-02-25","Spain","ESP",7.15,7.14,2.06716666666667,"2020-02-25","Spain","ESP",7.15,7.14,2.06716666666667
"2020-02-26","Spain","ESP",14.29,0,14.29,2.86166666666667,"2020-02-26","Spain","ESP",14.29,0,14.29,3.6808,"2020-02-26","Spain","ESP",0,14.29,2.51766666666667,"2020-02-26","Spain","ESP",0,14.29,2.51766666666667
"2020-02-27","Spain","ESP",14.29,0,14.29,-2.65133333333333,"2020-02-27","Spain","ESP",14.29,0,14.29,-3.5284,"2020-02-27","Spain","ESP",0,14.29,5.37933333333333,"2020-02-27","Spain","ESP",0,14.29,5.37933333333333
"2020-02-28","Spain","ESP",14.29,0,14.29,1.35683333333333,"2020-02-28","Spain","ESP",14.29,0,14.29,1.912,"2020-02-28","Spain","ESP",0,14.29,2.728,"2020-02-28","Spain","ESP",0,14.29,2.728
"2020-02-29","Spain","ESP",14.29,0,14.29,-1.1015,"2020-02-29","Spain","ESP",14.29,0,14.29,-1.1112,"2020-02-29","Spain","ESP",0,14.29,4.08483333333333,"2020-02-29","Spain","ESP",0,14.29,4.08483333333333
"2020-03-01","Spain","ESP",14.29,0,14.29,-5.24033333333333,"2020-03-01","Spain","ESP",14.29,0,14.29,-6.89,"2020-03-01","Spain","ESP",0,14.29,2.98333333333333,"2020-03-01","Spain","ESP",0,14.29,2.98333333333333
"2020-03-02","Spain","ESP",14.29,0,14.29,2.37016666666667,"2020-03-02","Spain","ESP",14.29,0,14.29,3.0236,"2020-03-02","Spain","ESP",0,14.29,-2.257,"2020-03-02","Spain","ESP",0,14.29,-2.257
"2020-03-03","Spain","ESP",14.29,0,14.29,2.74466666666667,"2020-03-03","Spain","ESP",14.29,0,14.29,3.341,"2020-03-03","Spain","ESP",0,14.29,0.113166666666667,"2020-03-03","Spain","ESP",0,14.29,0.113166666666667
"2020-03-04","Spain","ESP",14.29,0,14.29,-2.17433333333333,"2020-03-04","Spain","ESP",14.29,0,14.29,-2.6472,"2020-03-04","Spain","ESP",0,14.29,2.85783333333333,"2020-03-04","Spain","ESP",0,14.29,2.85783333333333
"2020-03-05","Spain","ESP",14.29,0,14.29,-0.667833333333333,"2020-03-05","Spain","ESP",14.29,0,14.29,-0.8422,"2020-03-05","Spain","ESP",0,14.29,0.6835,"2020-03-05","Spain","ESP",0,14.29,0.6835
"2020-03-06","Spain","ESP",14.29,0,14.29,3.31916666666667,"2020-03-06","Spain","ESP",14.29,0,14.29,4.175,"2020-03-06","Spain","ESP",0,14.29,0.0156666666666667,"2020-03-06","Spain","ESP",0,14.29,0.0156666666666667
"2020-03-07","Spain","ESP",14.29,0,14.29,2.79783333333333,"2020-03-07","Spain","ESP",14.29,0,14.29,3.5256,"2020-03-07","Spain","ESP",0,14.29,3.33483333333333,"2020-03-07","Spain","ESP",0,14.29,3.33483333333333
"2020-03-08","Spain","ESP",14.29,23.81,14.29,-3.28383333333333,"2020-03-08","Spain","ESP",14.29,23.81,14.29,-4.1764,"2020-03-08","Spain","ESP",23.81,14.29,6.13266666666667,"2020-03-08","Spain","ESP",23.81,14.29,6.13266666666667
"2020-03-09","Spain","ESP",38.1,23.8,38.1,1.741,"2020-03-09","Spain","ESP",38.1,23.8,38.1,2.0508,"2020-03-09","Spain","ESP",23.8,38.1,2.84883333333333,"2020-03-09","Spain","ESP",23.8,38.1,2.84883333333333
"2020-03-10","Spain","ESP",61.9,0,61.9,-1.51233333333333,"2020-03-10","Spain","ESP",61.9,0,61.9,-2.116,"2020-03-10","Spain","ESP",0,61.9,4.58983333333333,"2020-03-10","Spain","ESP",0,61.9,4.58983333333333
"2020-03-11","Spain","ESP",61.9,0,61.9,-3.63333333333333,"2020-03-11","Spain","ESP",61.9,0,61.9,-4.6796,"2020-03-11","Spain","ESP",0,61.9,3.0775,"2020-03-11","Spain","ESP",0,61.9,3.0775
"2020-03-12","Spain","ESP",61.9,0,61.9,-9.872,"2020-03-12","Spain","ESP",61.9,0,61.9,-12.9806,"2020-03-12","Spain","ESP",0,61.9,-0.555833333333333,"2020-03-12","Spain","ESP",0,61.9,-0.555833333333333
"2020-03-13","Spain","ESP",61.9,14.29,61.9,-21.2065,"2020-03-13","Spain","ESP",61.9,14.29,61.9,-26.6192,"2020-03-13","Spain","ESP",14.29,61.9,-10.4278333333333,"2020-03-13","Spain","ESP",14.29,61.9,-10.4278333333333
"2020-03-14","Spain","ESP",76.19,9.52,76.19,-20.7,"2020-03-14","Spain","ESP",76.19,9.52,76.19,-25.3608,"2020-03-14","Spain","ESP",9.52,76.19,-31.6343333333333,"2020-03-14","Spain","ESP",9.52,76.19,-31.6343333333333
"2020-03-15","Spain","ESP",85.71,4.77000000000001,85.71,4.81516666666667,"2020-03-15","Spain","ESP",85.71,4.77000000000001,85.71,4.5768,"2020-03-15","Spain","ESP",4.77000000000001,85.71,-52.3343333333333,"2020-03-15","Spain","ESP",4.77000000000001,85.71,-52.3343333333333
"2020-03-16","Spain","ESP",90.48,0,90.48,-2.9535,"2020-03-16","Spain","ESP",90.48,0,90.48,-4.067,"2020-03-16","Spain","ESP",0,90.48,-47.5191666666667,"2020-03-16","Spain","ESP",0,90.48,-47.5191666666667
"2020-03-17","Spain","ESP",90.48,0,90.48,-0.053000000000002,"2020-03-17","Spain","ESP",90.48,0,90.48,-0.244600000000003,"2020-03-17","Spain","ESP",0,90.48,-50.4726666666667,"2020-03-17","Spain","ESP",0,90.48,-50.4726666666667
"2020-03-18","Spain","ESP",90.48,0,90.48,-6.46666666666667,"2020-03-18","Spain","ESP",90.48,0,90.48,-8.654,"2020-03-18","Spain","ESP",0,90.48,-50.5256666666667,"2020-03-18","Spain","ESP",0,90.48,-50.5256666666667
"2020-03-19","Spain","ESP",90.48,0,90.48,4.01316666666666,"2020-03-19","Spain","ESP",90.48,0,90.48,4.6072,"2020-03-19","Spain","ESP",0,90.48,-56.9923333333333,"2020-03-19","Spain","ESP",0,90.48,-56.9923333333333
"2020-03-20","Spain","ESP",90.48,0,90.48,-5.73316666666667,"2020-03-20","Spain","ESP",90.48,0,90.48,-5.672,"2020-03-20","Spain","ESP",0,90.48,-52.9791666666667,"2020-03-20","Spain","ESP",0,90.48,-52.9791666666667
"2020-03-21","Spain","ESP",90.48,0,90.48,-5.77616666666666,"2020-03-21","Spain","ESP",90.48,0,90.48,-6.22659999999999,"2020-03-21","Spain","ESP",0,90.48,-58.7123333333333,"2020-03-21","Spain","ESP",0,90.48,-58.7123333333333
"2020-03-22","Spain","ESP",90.48,0,90.48,10.0641666666667,"2020-03-22","Spain","ESP",90.48,0,90.48,10.9872,"2020-03-22","Spain","ESP",0,90.48,-64.4885,"2020-03-22","Spain","ESP",0,90.48,-64.4885
"2020-03-23","Spain","ESP",90.48,0,90.48,-1.35833333333333,"2020-03-23","Spain","ESP",90.48,0,90.48,-1.9222,"2020-03-23","Spain","ESP",0,90.48,-54.4243333333333,"2020-03-23","Spain","ESP",0,90.48,-54.4243333333333
"2020-03-24","Spain","ESP",90.48,0,90.48,-0.1815,"2020-03-24","Spain","ESP",90.48,0,90.48,-0.3628,"2020-03-24","Spain","ESP",0,90.48,-55.7826666666667,"2020-03-24","Spain","ESP",0,90.48,-55.7826666666667
"2020-03-25","Spain","ESP",90.48,0,90.48,-0.2015,"2020-03-25","Spain","ESP",90.48,0,90.48,-0.3496,"2020-03-25","Spain","ESP",0,90.48,-55.9641666666667,"2020-03-25","Spain","ESP",0,90.48,-55.9641666666667
"2020-03-26","Spain","ESP",90.48,0,90.48,0.346666666666668,"2020-03-26","Spain","ESP",90.48,0,90.48,-0.174799999999999,"2020-03-26","Spain","ESP",0,90.48,-56.1656666666667,"2020-03-26","Spain","ESP",0,90.48,-56.1656666666667
"2020-03-27","Spain","ESP",90.48,0,90.48,-3.87666666666667,"2020-03-27","Spain","ESP",90.48,0,90.48,-3.1848,"2020-03-27","Spain","ESP",0,90.48,-55.819,"2020-03-27","Spain","ESP",0,90.48,-55.819
"2020-03-28","Spain","ESP",90.48,0,90.48,-5.2135,"2020-03-28","Spain","ESP",90.48,0,90.48,-5.3906,"2020-03-28","Spain","ESP",0,90.48,-59.6956666666667,"2020-03-28","Spain","ESP",0,90.48,-59.6956666666667
"2020-03-29","Spain","ESP",90.48,0,90.48,6.32516666666667,"2020-03-29","Spain","ESP",90.48,0,90.48,5.787,"2020-03-29","Spain","ESP",0,90.48,-64.9091666666667,"2020-03-29","Spain","ESP",0,90.48,-64.9091666666667
"2020-03-30","Spain","ESP",90.48,0,90.48,-0.9165,"2020-03-30","Spain","ESP",90.48,0,90.48,-1.3766,"2020-03-30","Spain","ESP",0,90.48,-58.584,"2020-03-30","Spain","ESP",0,90.48,-58.584
"2020-03-31","Spain","ESP",90.48,0,90.48,0.648666666666667,"2020-03-31","Spain","ESP",90.48,0,90.48,0.684999999999999,"2020-03-31","Spain","ESP",0,90.48,-59.5005,"2020-03-31","Spain","ESP",0,90.48,-59.5005
"2020-04-01","Spain","ESP",90.48,0,90.48,0.517000000000001,"2020-04-01","Spain","ESP",90.48,0,90.48,0.520000000000002,"2020-04-01","Spain","ESP",0,90.48,-58.8518333333333,"2020-04-01","Spain","ESP",0,90.48,-58.8518333333333
"2020-04-02","Spain","ESP",90.48,4.75999999999999,90.48,1.38216666666666,"2020-04-02","Spain","ESP",90.48,4.75999999999999,90.48,1.1478,"2020-04-02","Spain","ESP",4.75999999999999,90.48,-58.3348333333333,"2020-04-02","Spain","ESP",4.75999999999999,90.48,-58.3348333333333
"2020-04-03","Spain","ESP",95.24,0,95.24,-2.8845,"2020-04-03","Spain","ESP",95.24,0,95.24,-1.609,"2020-04-03","Spain","ESP",0,95.24,-56.9526666666667,"2020-04-03","Spain","ESP",0,95.24,-56.9526666666667
"2020-04-04","Spain","ESP",95.24,0,95.24,-5.8585,"2020-04-04","Spain","ESP",95.24,0,95.24,-6.2758,"2020-04-04","Spain","ESP",0,95.24,-59.8371666666667,"2020-04-04","Spain","ESP",0,95.24,-59.8371666666667
"2020-02-23","France","FRA",16.67,0,16.67,-2.83433333333333,"2020-02-23","France","FRA",16.67,0,16.67,-4.2994,"2020-02-23","France","FRA",0,16.67,9.15116666666667,"2020-02-23","France","FRA",0,16.67,9.15116666666667
"2020-02-24","France","FRA",16.67,7.14,16.67,-4.25766666666667,"2020-02-24","France","FRA",16.67,7.14,16.67,-5.1912,"2020-02-24","France","FRA",7.14,16.67,6.31683333333333,"2020-02-24","France","FRA",7.14,16.67,6.31683333333333
"2020-02-25","France","FRA",23.81,0,23.81,-4.0905,"2020-02-25","France","FRA",23.81,0,23.81,-4.7218,"2020-02-25","France","FRA",0,23.81,2.05916666666667,"2020-02-25","France","FRA",0,23.81,2.05916666666667
"2020-02-26","France","FRA",23.81,0,23.81,-1.54716666666667,"2020-02-26","France","FRA",23.81,0,23.81,-2.151,"2020-02-26","France","FRA",0,23.81,-2.03133333333333,"2020-02-26","France","FRA",0,23.81,-2.03133333333333
"2020-02-27","France","FRA",23.81,0,23.81,4.26516666666667,"2020-02-27","France","FRA",23.81,0,23.81,5.1062,"2020-02-27","France","FRA",0,23.81,-3.5785,"2020-02-27","France","FRA",0,23.81,-3.5785
"2020-02-28","France","FRA",23.81,14.29,23.81,-3.60666666666667,"2020-02-28","France","FRA",23.81,14.29,23.81,-3.7244,"2020-02-28","France","FRA",14.29,23.81,0.686666666666667,"2020-02-28","France","FRA",14.29,23.81,0.686666666666667
"2020-02-29","France","FRA",38.1,0,38.1,1.99933333333333,"2020-02-29","France","FRA",38.1,0,38.1,2.6286,"2020-02-29","France","FRA",0,38.1,-2.92,"2020-02-29","France","FRA",0,38.1,-2.92
"2020-03-01","France","FRA",38.1,0,38.1,-2.2405,"2020-03-01","France","FRA",38.1,0,38.1,-3.2388,"2020-03-01","France","FRA",0,38.1,-0.920666666666667,"2020-03-01","France","FRA",0,38.1,-0.920666666666667
"2020-03-02","France","FRA",38.1,9.52,38.1,3.9985,"2020-03-02","France","FRA",38.1,9.52,38.1,4.9588,"2020-03-02","France","FRA",9.52,38.1,-3.16116666666667,"2020-03-02","France","FRA",9.52,38.1,-3.16116666666667
"2020-03-03","France","FRA",47.62,0,47.62,-2.49383333333333,"2020-03-03","France","FRA",47.62,0,47.62,-2.9874,"2020-03-03","France","FRA",0,47.62,0.837333333333333,"2020-03-03","France","FRA",0,47.62,0.837333333333333
"2020-03-04","France","FRA",47.62,0,47.62,-3.65716666666667,"2020-03-04","France","FRA",47.62,0,47.62,-4.5254,"2020-03-04","France","FRA",0,47.62,-1.6565,"2020-03-04","France","FRA",0,47.62,-1.6565
"2020-03-05","France","FRA",47.62,0,47.62,4.612,"2020-03-05","France","FRA",47.62,0,47.62,5.5456,"2020-03-05","France","FRA",0,47.62,-5.31366666666667,"2020-03-05","France","FRA",0,47.62,-5.31366666666667
"2020-03-06","France","FRA",47.62,0,47.62,1.69433333333333,"2020-03-06","France","FRA",47.62,0,47.62,2.3854,"2020-03-06","France","FRA",0,47.62,-0.701666666666667,"2020-03-06","France","FRA",0,47.62,-0.701666666666667
"2020-03-07","France","FRA",47.62,0,47.62,-0.998666666666667,"2020-03-07","France","FRA",47.62,0,47.62,-1.1742,"2020-03-07","France","FRA",0,47.62,0.992666666666667,"2020-03-07","France","FRA",0,47.62,0.992666666666667
"2020-03-08","France","FRA",47.62,0,47.62,-0.664833333333333,"2020-03-08","France","FRA",47.62,0,47.62,-0.9886,"2020-03-08","France","FRA",0,47.62,-0.00600000000000001,"2020-03-08","France","FRA",0,47.62,-0.00600000000000001
"2020-03-09","France","FRA",47.62,0,47.62,-0.502666666666666,"2020-03-09","France","FRA",47.62,0,47.62,-0.6326,"2020-03-09","France","FRA",0,47.62,-0.670833333333333,"2020-03-09","France","FRA",0,47.62,-0.670833333333333
"2020-03-10","France","FRA",47.62,0,47.62,2.57883333333333,"2020-03-10","France","FRA",47.62,0,47.62,3.1736,"2020-03-10","France","FRA",0,47.62,-1.1735,"2020-03-10","France","FRA",0,47.62,-1.1735
"2020-03-11","France","FRA",47.62,0,47.62,-1.9955,"2020-03-11","France","FRA",47.62,0,47.62,-2.4182,"2020-03-11","France","FRA",0,47.62,1.40533333333333,"2020-03-11","France","FRA",0,47.62,1.40533333333333
"2020-03-12","France","FRA",47.62,0,47.62,1.69633333333333,"2020-03-12","France","FRA",47.62,0,47.62,1.7528,"2020-03-12","France","FRA",0,47.62,-0.590166666666667,"2020-03-12","France","FRA",0,47.62,-0.590166666666667
"2020-03-13","France","FRA",47.62,0,47.62,-7.347,"2020-03-13","France","FRA",47.62,0,47.62,-9.1868,"2020-03-13","France","FRA",0,47.62,1.10616666666667,"2020-03-13","France","FRA",0,47.62,1.10616666666667
"2020-03-14","France","FRA",47.62,0,47.62,1.72866666666667,"2020-03-14","France","FRA",47.62,0,47.62,2.321,"2020-03-14","France","FRA",0,47.62,-6.24083333333333,"2020-03-14","France","FRA",0,47.62,-6.24083333333333
"2020-03-15","France","FRA",47.62,14.28,47.62,-7.68866666666667,"2020-03-15","France","FRA",47.62,14.28,47.62,-11.2188,"2020-03-15","France","FRA",14.28,47.62,-4.51216666666667,"2020-03-15","France","FRA",14.28,47.62,-4.51216666666667
"2020-03-16","France","FRA",61.9,28.58,61.9,-23.8101666666667,"2020-03-16","France","FRA",61.9,28.58,61.9,-30.6076,"2020-03-16","France","FRA",28.58,61.9,-12.2008333333333,"2020-03-16","France","FRA",28.58,61.9,-12.2008333333333
"2020-03-17","France","FRA",90.48,-9.53,90.48,-13.1271666666667,"2020-03-17","France","FRA",90.48,-9.53,90.48,-16.8014,"2020-03-17","France","FRA",-9.53,90.48,-36.011,"2020-03-17","France","FRA",-9.53,90.48,-36.011
"2020-03-18","France","FRA",80.95,14.29,80.95,-0.287499999999999,"2020-03-18","France","FRA",80.95,14.29,80.95,-0.962799999999999,"2020-03-18","France","FRA",14.29,80.95,-49.1381666666667,"2020-03-18","France","FRA",14.29,80.95,-49.1381666666667
"2020-03-19","France","FRA",95.24,0,95.24,-1.593,"2020-03-19","France","FRA",95.24,0,95.24,-2.7284,"2020-03-19","France","FRA",0,95.24,-49.4256666666667,"2020-03-19","France","FRA",0,95.24,-49.4256666666667
"2020-03-20","France","FRA",95.24,0,95.24,-4.94566666666667,"2020-03-20","France","FRA",95.24,0,95.24,-3.6146,"2020-03-20","France","FRA",0,95.24,-51.0186666666667,"2020-03-20","France","FRA",0,95.24,-51.0186666666667
"2020-03-21","France","FRA",95.24,0,95.24,-2.44033333333333,"2020-03-21","France","FRA",95.24,0,95.24,-1.6468,"2020-03-21","France","FRA",0,95.24,-55.9643333333333,"2020-03-21","France","FRA",0,95.24,-55.9643333333333
"2020-03-22","France","FRA",95.24,0,95.24,6.86733333333333,"2020-03-22","France","FRA",95.24,0,95.24,5.4542,"2020-03-22","France","FRA",0,95.24,-58.4046666666667,"2020-03-22","France","FRA",0,95.24,-58.4046666666667
"2020-03-23","France","FRA",95.24,0,95.24,-0.941000000000001,"2020-03-23","France","FRA",95.24,0,95.24,-1.4896,"2020-03-23","France","FRA",0,95.24,-51.5373333333333,"2020-03-23","France","FRA",0,95.24,-51.5373333333333
"2020-03-24","France","FRA",95.24,0,95.24,-1.438,"2020-03-24","France","FRA",95.24,0,95.24,-1.3006,"2020-03-24","France","FRA",0,95.24,-52.4783333333333,"2020-03-24","France","FRA",0,95.24,-52.4783333333333
"2020-03-25","France","FRA",95.24,0,95.24,0.691166666666669,"2020-03-25","France","FRA",95.24,0,95.24,0.368000000000002,"2020-03-25","France","FRA",0,95.24,-53.9163333333333,"2020-03-25","France","FRA",0,95.24,-53.9163333333333
"2020-03-26","France","FRA",95.24,0,95.24,0.463166666666666,"2020-03-26","France","FRA",95.24,0,95.24,-0.120400000000001,"2020-03-26","France","FRA",0,95.24,-53.2251666666667,"2020-03-26","France","FRA",0,95.24,-53.2251666666667
"2020-03-27","France","FRA",95.24,0,95.24,-3.35516666666667,"2020-03-27","France","FRA",95.24,0,95.24,-1.46,"2020-03-27","France","FRA",0,95.24,-52.762,"2020-03-27","France","FRA",0,95.24,-52.762
"2020-03-28","France","FRA",95.24,0,95.24,-5.09883333333333,"2020-03-28","France","FRA",95.24,0,95.24,-4.8534,"2020-03-28","France","FRA",0,95.24,-56.1171666666667,"2020-03-28","France","FRA",0,95.24,-56.1171666666667
"2020-03-29","France","FRA",95.24,0,95.24,7.86216666666667,"2020-03-29","France","FRA",95.24,0,95.24,6.5616,"2020-03-29","France","FRA",0,95.24,-61.216,"2020-03-29","France","FRA",0,95.24,-61.216
"2020-03-30","France","FRA",95.24,0,95.24,1.61666666666667,"2020-03-30","France","FRA",95.24,0,95.24,1.7726,"2020-03-30","France","FRA",0,95.24,-53.3538333333333,"2020-03-30","France","FRA",0,95.24,-53.3538333333333
"2020-03-31","France","FRA",95.24,0,95.24,-0.451333333333336,"2020-03-31","France","FRA",95.24,0,95.24,-0.0526000000000025,"2020-03-31","France","FRA",0,95.24,-51.7371666666667,"2020-03-31","France","FRA",0,95.24,-51.7371666666667
"2020-04-01","France","FRA",95.24,0,95.24,0.787333333333333,"2020-04-01","France","FRA",95.24,0,95.24,0.4696,"2020-04-01","France","FRA",0,95.24,-52.1885,"2020-04-01","France","FRA",0,95.24,-52.1885
"2020-04-02","France","FRA",95.24,0,95.24,0.340166666666667,"2020-04-02","France","FRA",95.24,0,95.24,-0.258799999999999,"2020-04-02","France","FRA",0,95.24,-51.4011666666667,"2020-04-02","France","FRA",0,95.24,-51.4011666666667
"2020-04-03","France","FRA",95.24,0,95.24,-2.28483333333333,"2020-04-03","France","FRA",95.24,0,95.24,-0.189399999999999,"2020-04-03","France","FRA",0,95.24,-51.061,"2020-04-03","France","FRA",0,95.24,-51.061
"2020-04-04","France","FRA",95.24,0,95.24,-2.90233333333334,"2020-04-04","France","FRA",95.24,0,95.24,-2.2032,"2020-04-04","France","FRA",0,95.24,-53.3458333333333,"2020-04-04","France","FRA",0,95.24,-53.3458333333333
"2020-02-23","United Kingdom","GBR",14.29,0,14.29,-1.60883333333333,"2020-02-23","United Kingdom","GBR",14.29,0,14.29,-2.274,"2020-02-23","United Kingdom","GBR",0,14.29,-0.9525,"2020-02-23","United Kingdom","GBR",0,14.29,-0.9525
"2020-02-24","United Kingdom","GBR",14.29,0,14.29,3.9635,"2020-02-24","United Kingdom","GBR",14.29,0,14.29,4.9622,"2020-02-24","United Kingdom","GBR",0,14.29,-2.56133333333333,"2020-02-24","United Kingdom","GBR",0,14.29,-2.56133333333333
"2020-02-25","United Kingdom","GBR",14.29,0,14.29,-0.3275,"2020-02-25","United Kingdom","GBR",14.29,0,14.29,-0.4166,"2020-02-25","United Kingdom","GBR",0,14.29,1.40216666666667,"2020-02-25","United Kingdom","GBR",0,14.29,1.40216666666667
"2020-02-26","United Kingdom","GBR",14.29,0,14.29,0.8385,"2020-02-26","United Kingdom","GBR",14.29,0,14.29,1.0078,"2020-02-26","United Kingdom","GBR",0,14.29,1.07466666666667,"2020-02-26","United Kingdom","GBR",0,14.29,1.07466666666667
"2020-02-27","United Kingdom","GBR",14.29,0,14.29,-3.7395,"2020-02-27","United Kingdom","GBR",14.29,0,14.29,-4.5914,"2020-02-27","United Kingdom","GBR",0,14.29,1.91316666666667,"2020-02-27","United Kingdom","GBR",0,14.29,1.91316666666667
"2020-02-28","United Kingdom","GBR",14.29,0,14.29,-0.451166666666667,"2020-02-28","United Kingdom","GBR",14.29,0,14.29,-0.438,"2020-02-28","United Kingdom","GBR",0,14.29,-1.82633333333333,"2020-02-28","United Kingdom","GBR",0,14.29,-1.82633333333333
"2020-02-29","United Kingdom","GBR",14.29,0,14.29,7.06333333333333,"2020-02-29","United Kingdom","GBR",14.29,0,14.29,8.713,"2020-02-29","United Kingdom","GBR",0,14.29,-2.2775,"2020-02-29","United Kingdom","GBR",0,14.29,-2.2775
"2020-03-01","United Kingdom","GBR",14.29,0,14.29,-0.953166666666666,"2020-03-01","United Kingdom","GBR",14.29,0,14.29,-1.3082,"2020-03-01","United Kingdom","GBR",0,14.29,4.78583333333333,"2020-03-01","United Kingdom","GBR",0,14.29,4.78583333333333
"2020-03-02","United Kingdom","GBR",14.29,0,14.29,-1.14083333333333,"2020-03-02","United Kingdom","GBR",14.29,0,14.29,-1.372,"2020-03-02","United Kingdom","GBR",0,14.29,3.83266666666667,"2020-03-02","United Kingdom","GBR",0,14.29,3.83266666666667
"2020-03-03","United Kingdom","GBR",14.29,0,14.29,-1.51766666666667,"2020-03-03","United Kingdom","GBR",14.29,0,14.29,-1.909,"2020-03-03","United Kingdom","GBR",0,14.29,2.69183333333333,"2020-03-03","United Kingdom","GBR",0,14.29,2.69183333333333
"2020-03-04","United Kingdom","GBR",14.29,0,14.29,-1.09266666666667,"2020-03-04","United Kingdom","GBR",14.29,0,14.29,-1.3372,"2020-03-04","United Kingdom","GBR",0,14.29,1.17416666666667,"2020-03-04","United Kingdom","GBR",0,14.29,1.17416666666667
"2020-03-05","United Kingdom","GBR",14.29,0,14.29,5.67116666666667,"2020-03-05","United Kingdom","GBR",14.29,0,14.29,6.922,"2020-03-05","United Kingdom","GBR",0,14.29,0.0815,"2020-03-05","United Kingdom","GBR",0,14.29,0.0815
"2020-03-06","United Kingdom","GBR",14.29,0,14.29,-4.23283333333333,"2020-03-06","United Kingdom","GBR",14.29,0,14.29,-5.0588,"2020-03-06","United Kingdom","GBR",0,14.29,5.75266666666667,"2020-03-06","United Kingdom","GBR",0,14.29,5.75266666666667
"2020-03-07","United Kingdom","GBR",14.29,0,14.29,2.53183333333333,"2020-03-07","United Kingdom","GBR",14.29,0,14.29,3.1636,"2020-03-07","United Kingdom","GBR",0,14.29,1.51983333333333,"2020-03-07","United Kingdom","GBR",0,14.29,1.51983333333333
"2020-03-08","United Kingdom","GBR",14.29,0,14.29,-3.1315,"2020-03-08","United Kingdom","GBR",14.29,0,14.29,-4.0384,"2020-03-08","United Kingdom","GBR",0,14.29,4.05166666666667,"2020-03-08","United Kingdom","GBR",0,14.29,4.05166666666667
"2020-03-09","United Kingdom","GBR",14.29,0,14.29,-0.317,"2020-03-09","United Kingdom","GBR",14.29,0,14.29,-0.437,"2020-03-09","United Kingdom","GBR",0,14.29,0.920166666666667,"2020-03-09","United Kingdom","GBR",0,14.29,0.920166666666667
"2020-03-10","United Kingdom","GBR",14.29,0,14.29,0.999666666666667,"2020-03-10","United Kingdom","GBR",14.29,0,14.29,1.1612,"2020-03-10","United Kingdom","GBR",0,14.29,0.603166666666667,"2020-03-10","United Kingdom","GBR",0,14.29,0.603166666666667
"2020-03-11","United Kingdom","GBR",14.29,0,14.29,-0.474,"2020-03-11","United Kingdom","GBR",14.29,0,14.29,-0.6448,"2020-03-11","United Kingdom","GBR",0,14.29,1.60283333333333,"2020-03-11","United Kingdom","GBR",0,14.29,1.60283333333333
"2020-03-12","United Kingdom","GBR",14.29,0,14.29,0.642666666666667,"2020-03-12","United Kingdom","GBR",14.29,0,14.29,0.6308,"2020-03-12","United Kingdom","GBR",0,14.29,1.12883333333333,"2020-03-12","United Kingdom","GBR",0,14.29,1.12883333333333
"2020-03-13","United Kingdom","GBR",14.29,0,14.29,-4.5985,"2020-03-13","United Kingdom","GBR",14.29,0,14.29,-5.5336,"2020-03-13","United Kingdom","GBR",0,14.29,1.7715,"2020-03-13","United Kingdom","GBR",0,14.29,1.7715
"2020-03-14","United Kingdom","GBR",14.29,0,14.29,-0.987166666666667,"2020-03-14","United Kingdom","GBR",14.29,0,14.29,-1.072,"2020-03-14","United Kingdom","GBR",0,14.29,-2.827,"2020-03-14","United Kingdom","GBR",0,14.29,-2.827
"2020-03-15","United Kingdom","GBR",14.29,9.52,14.29,7.96316666666667,"2020-03-15","United Kingdom","GBR",14.29,9.52,14.29,9.197,"2020-03-15","United Kingdom","GBR",9.52,14.29,-3.81416666666667,"2020-03-15","United Kingdom","GBR",9.52,14.29,-3.81416666666667
"2020-03-16","United Kingdom","GBR",23.81,9.52,23.81,-8.16866666666667,"2020-03-16","United Kingdom","GBR",23.81,9.52,23.81,-10.5664,"2020-03-16","United Kingdom","GBR",9.52,23.81,4.149,"2020-03-16","United Kingdom","GBR",9.52,23.81,4.149
